,City,Id,Type,X,Y,Fencing,Lighting,Accessible for disabled,Parking,Status,Competitions,Year of building
1492,בת ים,211B1104590,Basketball court,175651.0,657952.0,Yes,Yes,Yes,No,Normal and active,Not used for official competitions,1985
1493,בת ים,211B1104501,Basketball court,177160.0,657314.0,Yes,No,No,No,Normal and active,Irrelevant,2014
1494,בת ים,211B3105775,Other,176063.0,657682.0,Yes,Yes,No,No,Normal and active,Irrelevant,1983
1495,בת ים,211G3100459,Fitness,175616.0,657947.0,Yes,Yes,Yes,No,Normal and active,Not used for official competitions,1980
1496,בת ים,211G1100292,Fitness,176158.0,659883.0,No,Yes,No,No,Normal and active,Not used for official competitions,1950
1497,בת ים,211B3105773,Other,176091.0,659880.0,Yes,Yes,Yes,No,Normal and active,Not used for official competitions,1950
1498,בת ים,211B3104537,Other,176087.0,659803.0,Yes,Yes,Yes,No,Normal and active,Not used for official competitions,1950
1499,בת ים,211G1100349,Fitness,177328.0,658869.0,No,Yes,Yes,Yes,Normal and active,Not used for official competitions,1960
1500,בת ים,211B3104690,Other,176412.0,657823.0,Yes,No,Yes,No,Normal and active,Not used for official competitions,2001
1501,בת ים,211B1104867,Other,176547.0,656979.0,Yes,Yes,Yes,No,Normal and active,Irrelevant,1990
1502,בת ים,211G3101101,Fitness,176635.0,656830.0,No,Yes,Yes,Yes,Normal and active,National,1999
1503,בת ים,211B1105891,Basketball court,176670.0,656863.0,Yes,Yes,Yes,No,Normal and active,Not used for official competitions,2004
1504,בת ים,211A2107175,Fitness,176703.0,656904.0,No,Yes,Yes,No,Normal and active,Not used for official competitions,2004
1505,בת ים,211G1101152,Fitness,176397.0,658716.0,No,Yes,Yes,No,Normal and active,Not used for official competitions,1990
1506,בת ים,211B3104792,Other,176496.0,658676.0,Yes,No,No,No,Normal and active,Not used for official competitions,1950
1507,בת ים,211B1105880,Basketball court,176496.0,658676.0,Yes,Yes,Yes,No,Normal and active,Not used for official competitions,1950
1508,בת ים,211B1105873,Basketball court,176496.0,658676.0,Yes,No,No,No,Normal and active,Not used for official competitions,1950
1509,בת ים,211G1100462,Fitness,176520.0,657101.0,No,Yes,Yes,No,Normal and active,Not used for official competitions,1978
1510,בת ים,211G1100453,Fitness,176820.0,657819.0,No,Yes,Yes,No,Normal and active,Not used for official competitions,1974
1511,בת ים,211B3105767,Other,176488.0,657102.0,Yes,No,Yes,No,Normal and active,Not used for official competitions,1978
1512,בת ים,211B1103535,Basketball court,176488.0,657102.0,Yes,No,Yes,No,Normal and active,Not used for official competitions,1978
1513,בת ים,211B1103846,Basketball court,176793.0,657792.0,Yes,No,No,No,Normal and active,Not used for official competitions,1984
1514,בת ים,211B1103853,Basketball court,176793.0,657792.0,Yes,No,No,No,Normal and active,Not used for official competitions,1984
1515,בת ים,211B1104000,Basketball court,175852.0,657265.0,Yes,No,Yes,No,Active and in need of renovation,Not used for official competitions,1990
1516,בת ים,211B1103695,Basketball court,175634.0,658638.0,Yes,Yes,Yes,Yes,Normal and active,Not used for official competitions,2002
1517,בת ים,211G1101108,Fitness,176726.0,659523.0,No,Yes,No,No,Active and in need of renovation,Not used for official competitions,1980
1518,בת ים,211B3104696,Other,176713.0,659550.0,Yes,Yes,Yes,No,Normal and active,Not used for official competitions,1980
1519,בת ים,211M1106176,Mini pitch,176787.0,658308.0,Yes,Yes,Yes,No,Normal and active,Not used for official competitions,2007
1520,בת ים,211B1105481,Basketball court,175743.0,658673.0,Yes,No,Yes,No,Normal and active,Not used for official competitions,1970
1521,בת ים,211F3101440,Football field,176377.0,656500.0,Yes,Yes,Yes,Yes,Normal and active,National,1990
1522,בת ים,211P2107743,Swimming pool,176429.0,656709.0,Yes,Yes,Yes,Yes,Normal and active,Not used for official competitions,1985
1523,בת ים,211P1107744,Swimming pool,176429.0,656709.0,Yes,Yes,Yes,Yes,Normal and active,Not used for official competitions,1985
1524,בת ים,211F2100083,Football field,176377.0,656500.0,Yes,Yes,Yes,Yes,Normal and active,National,1985
1525,בת ים,211T1100074,Tennis court,176319.0,656723.0,Yes,Yes,Yes,Yes,Normal and active,National,1980
1526,בת ים,211E1107684,Petanque field,175371.0,657978.0,No,Yes,Yes,Yes,Normal and active,Not used for official competitions,2008
1527,בת ים,211G1101189,Fitness,177017.0,657919.0,No,Yes,No,Yes,Normal and active,Not used for official competitions,1975
1528,בת ים,211B2105951,Combined sports pitch,177049.0,657909.0,Yes,Yes,No,Yes,Normal and active,Not used for official competitions,1974
1529,בת ים,211G1100769,Fitness,176444.0,659111.0,No,Yes,Yes,No,Normal and active,Not used for official competitions,1950
1530,בת ים,211G1101188,Fitness,177246.0,658519.0,Yes,Yes,Yes,Yes,Normal and active,Not used for official competitions,1985
1531,בת ים,211G1100452,Fitness,177208.0,658486.0,No,Yes,Yes,Yes,Normal and active,Not used for official competitions,1950
1532,בת ים,211B3105782,Other,177208.0,658486.0,Yes,Yes,Yes,Yes,Normal and active,Not used for official competitions,1950
1533,בת ים,211B1103901,Basketball court,177208.0,658486.0,Yes,Yes,Yes,Yes,Normal and active,Not used for official competitions,2000
1534,בת ים,211B1103857,Basketball court,177208.0,658486.0,Yes,Yes,Yes,Yes,Normal and active,Not used for official competitions,2000
1535,בת ים,211G1100319,Fitness,177487.0,657958.0,No,Yes,Yes,No,Normal and active,Not used for official competitions,1980
1536,בת ים,211B1103759,Basketball court,177483.0,657985.0,Yes,Yes,Yes,Yes,Normal and active,Not used for official competitions,2002
1537,בת ים,211G1100678,Fitness,176912.0,658486.0,No,Yes,Yes,No,Active and in need of renovation,Not used for official competitions,1961
1538,בת ים,211B1104947,Basketball court,176871.0,658469.0,Yes,No,Yes,No,Normal and active,Not used for official competitions,1965
1539,בת ים,211G1100312,Fitness,177098.0,657289.0,No,Yes,No,Yes,Active and in need of renovation,Not used for official competitions,1978
1540,בת ים,211B1105780,Basketball court,177104.0,657305.0,Yes,No,No,Yes,Normal and active,Not used for official competitions,1978
1541,בת ים,211B1103673,Basketball court,177104.0,657305.0,Yes,No,No,Yes,Normal and active,Not used for official competitions,1990
1542,בת ים,211G1100697,Fitness,176830.0,658293.0,No,Yes,Yes,No,Normal and active,Not used for official competitions,1973
1543,בת ים,211B1104802,Basketball court,176788.0,658371.0,Yes,No,No,No,Normal and active,Not used for official competitions,1973
1544,בת ים,211B3105937,Other,176788.0,658371.0,Yes,No,Yes,No,Normal and active,Not used for official competitions,1973
1545,בת ים,211G2100471,Fitness,175909.0,657937.0,No,Yes,Yes,No,Normal and active,Not used for official competitions,2005
1546,בת ים,211B1103978,Basketball court,175859.0,657240.0,Yes,No,Yes,Yes,Normal and active,Not used for official competitions,1990
1547,בת ים,211G1101180,Fitness,175849.0,658977.0,No,Yes,Yes,No,Normal and active,Not used for official competitions,1970
1548,בת ים,211B1105938,Basketball court,175849.0,658946.0,Yes,Yes,Yes,No,Normal and active,Not used for official competitions,1965
1549,בת ים,211B1105471,Basketball court,176435.0,659050.0,Yes,No,No,No,Normal and active,Not used for official competitions,1961
1550,בת ים,211G1100246,Fitness,176176.0,659096.0,No,Yes,No,No,Inactive,Not used for official competitions,1962
1551,בת ים,211B1103666,Basketball court,176150.0,659084.0,Yes,No,Yes,No,Normal and active,Not used for official competitions,2006
1552,בת ים,211G3101106,Fitness,177355.0,659774.0,No,Yes,Yes,Yes,Normal and active,Not used for official competitions,2001
1553,בת ים,211P1102453,Swimming pool,177311.0,659686.0,Yes,Yes,Yes,Yes,Normal and active,Not used for official competitions,2003
1554,בת ים,211G1100148,Fitness,177481.0,658354.0,No,Yes,No,No,Inactive,Not used for official competitions,1970
1555,בת ים,211B1103483,Basketball court,177480.0,658375.0,Yes,No,No,Yes,Normal and active,Not used for official competitions,1990
1556,בת ים,211G1100458,Fitness,177211.0,658531.0,No,Yes,No,Yes,Normal and active,Not used for official competitions,1950
1557,בת ים,211B1103790,Basketball court,177472.0,657436.0,Yes,Yes,No,No,Normal and active,Not used for official competitions,2002
1558,בת ים,211G3100340,Fitness,176756.0,658732.0,No,Yes,Yes,Yes,Normal and active,National,1983
1559,בת ים,211G3300674,Fitness,177046.0,657651.0,No,Yes,Yes,Yes,Normal and active,National,1986
1560,בת ים,211G1100346,Fitness,176989.0,657755.0,No,Yes,Yes,Yes,Normal and active,Not used for official competitions,1965
1561,בת ים,211B3104771,Other,176967.0,657735.0,Yes,No,No,Yes,Normal and active,Not used for official competitions,2005
1562,בת ים,211B1104864,Basketball court,177071.0,657702.0,Yes,No,No,No,Normal and active,Not used for official competitions,1990
1563,בת ים,211B2103800,Combined sports pitch,176967.0,657735.0,Yes,Yes,Yes,Yes,Normal and active,Not used for official competitions,1970
1564,בת ים,211B2104934,Combined sports pitch,176995.0,657592.0,Yes,No,Yes,Yes,Normal and active,Not used for official competitions,2003
1565,בת ים,211G1100464,Fitness,177002.0,658411.0,No,Yes,Yes,Yes,Normal and active,Not used for official competitions,1990
1566,בת ים,211B2103977,Combined sports pitch,177002.0,658377.0,Yes,Yes,Yes,Yes,Normal and active,Not used for official competitions,1958
1567,בת ים,211B1103980,Basketball court,177060.0,659223.0,Yes,Yes,Yes,No,Normal and active,Not used for official competitions,2002
1568,בת ים,211B1103560,Basketball court,176912.0,659796.0,Yes,No,No,No,Normal and active,Not used for official competitions,2000
1569,בת ים,211G1100758,Fitness,177591.0,658514.0,No,Yes,Yes,Yes,Normal and active,Not used for official competitions,1995
1570,בת ים,211B1103665,Basketball court,176044.0,657669.0,Yes,No,No,No,Normal and active,Not used for official competitions,1983
1571,בת ים,211G3100474,Fitness,176125.0,657898.0,No,Yes,Yes,Yes,Normal and active,Not used for official competitions,2003
1572,בת ים,211G1100280,Fitness,176081.0,657675.0,No,Yes,Yes,No,Active and in need of renovation,Not used for official competitions,1995
1573,בת ים,211B1103497,Basketball court,176113.0,657879.0,Yes,Yes,Yes,No,Normal and active,Not used for official competitions,2004
1574,בת ים,211P1101522,Swimming pool,175380.0,658126.0,Yes,Yes,Yes,No,Normal and active,Not used for official competitions,1995
1575,בת ים,211G1101135,Fitness,176248.0,658537.0,No,Yes,Yes,No,Normal and active,Not used for official competitions,1985
1576,בת ים,211B1105634,Basketball court,176275.0,658542.0,Yes,No,Yes,No,Normal and active,Not used for official competitions,2008
1577,בת ים,211G1100317,Fitness,175642.0,658273.0,Yes,Yes,Yes,No,Abnormal and inactive,Not used for official competitions,1990
1578,בת ים,211F2105781,Football field,175629.0,658280.0,Yes,Yes,Yes,Yes,Normal and active,Not used for official competitions,1995
1579,בת ים,211B1103751,Basketball court,175629.0,658280.0,Yes,No,Yes,No,Normal and active,Not used for official competitions,1995
1580,בת ים,211F2105812,Football field,176979.0,656980.0,Yes,No,Yes,Yes,Normal and active,Not used for official competitions,2012
1581,בת ים,211B2103917,Combined sports pitch,176962.0,656710.0,Yes,Yes,Yes,Yes,Normal and active,Not used for official competitions,2010
1582,בת ים,211G2200303,Fitness,176440.0,657753.0,No,Yes,Yes,Yes,Normal and active,Not used for official competitions,1993
1583,בת ים,211B2103721,Combined sports pitch,176488.0,657732.0,Yes,Yes,Yes,Yes,Normal and active,Not used for official competitions,2008
1584,בת ים,211G3303108,Fitness,658547.0,177071.0,No,Yes,Yes,Yes,Normal and active,National,2014
1585,בת ים,211B1204711,Basketball court,658805.0,177334.0,No,No,No,Yes,Normal and active,Irrelevant,2016
1586,בת ים,211A2107049,Fitness,177381.0,657399.0,No,Yes,Yes,No,Normal and active,Not used for official competitions,2017
1587,בת ים,211A2107041,Fitness,176703.0,659006.0,No,Yes,Yes,No,Normal and active,Irrelevant,2017
1588,בת ים,211A2107044,Fitness,175327.0,657741.0,No,Yes,Yes,Yes,Normal and active,Irrelevant,2016
1589,בת ים,211A2107017,Fitness,177091.0,658465.0,No,Yes,Yes,No,Normal and active,Irrelevant,2017
1590,בת ים,211A2107047,Fitness,175422.0,658085.0,No,Yes,Yes,No,Normal and active,Irrelevant,2012
1591,בת ים,211A2107039,Fitness,176221.0,659651.0,No,Yes,Yes,Yes,Normal and active,Irrelevant,2017
1592,בת ים,211A2107052,Fitness,176328.0,659249.0,No,Yes,Yes,No,Normal and active,Irrelevant,2017
1593,בת ים,211A2107046,Fitness,177428.0,658842.0,No,Yes,Yes,Yes,Normal and active,Irrelevant,2012
1594,בת ים,211A2107040,Fitness,177127.0,659293.0,No,Yes,Yes,No,Normal and active,Irrelevant,2012
1595,בת ים,211A2107042,Fitness,177200.0,659904.0,No,Yes,Yes,Yes,Normal and active,Irrelevant,2014
1596,בת ים,211A2107053,Fitness,177076.0,657860.0,No,Yes,Yes,Yes,Normal and active,Irrelevant,2012
1597,בת ים,211A2107043,Fitness,175774.0,657286.0,No,Yes,Yes,No,Normal and active,Irrelevant,2013
1598,בת ים,211A2107038,Fitness,176517.0,658710.0,No,No,Yes,No,Normal and active,Irrelevant,2012
1599,בת ים,211A2107045,Fitness,176257.0,656827.0,No,Yes,Yes,No,Normal and active,Irrelevant,2018
1600,בת ים,211C1209083,Sea centre cruise,175700.0,659735.0,No,No,Yes,Yes,Normal and active,Not used for official competitions,1990
1601,גבעת זאב,595A2107578,Fitness,215900.0,640920.0,No,No,Yes,Yes,Normal and active,Not used for official competitions,2008
1602,גבעת זאב,595B1107250,Basketball court,216700.0,640910.0,Yes,No,No,Yes,Normal and active,Not used for official competitions,2007
1603,גבעת זאב,595M1107253,Mini pitch,216820.0,640890.0,Yes,No,No,No,Normal and active,Not used for official competitions,2005
1604,גבעת זאב,595A2107577,Fitness,216370.0,640660.0,No,No,Yes,Yes,Normal and active,Not used for official competitions,2008
1605,גבעת זאב,595G1101782,Fitness,215960.0,640410.0,Yes,Yes,Yes,Yes,Normal and active,Not used for official competitions,1998
1606,גבעת זאב,595B1106093,Basketball court,215900.0,640410.0,Yes,Yes,No,No,Normal and active,Not used for official competitions,1992
1607,גבעת זאב,595G1106457,Fitness,215950.0,641060.0,Yes,Yes,Yes,Yes,Normal and active,Not used for official competitions,1988
1608,גבעת זאב,595G2106467,Fitness,216290.0,641090.0,Yes,Yes,No,No,Normal and active,Not used for official competitions,1996
1609,גבעת זאב,595B1101838,Basketball court,216310.0,641110.0,Yes,No,No,No,Normal and active,Not used for official competitions,1988
1610,גבעת זאב,595G4106728,Fitness,215850.0,641330.0,Yes,Yes,Yes,Yes,Active and in need of renovation,National,1994
1611,גבעת זאב,595P1102291,Swimming pool,215710.0,641200.0,Yes,Yes,Yes,Yes,Normal and active,Not used for official competitions,1990
1612,גבעת זאב,595B1103083,Basketball court,215850.0,641290.0,Yes,No,No,Yes,Normal and active,Not used for official competitions,1990
1613,גבעת זאב,595B2103079,Combined sports pitch,215830.0,641320.0,Yes,Yes,Yes,Yes,Normal and active,Not used for official competitions,1990
1614,גבעת זאב,595A1102301,Fitness,215710.0,641200.0,Yes,Yes,Yes,Yes,Normal and active,Not used for official competitions,1995
1615,גבעת זאב,595F2106466,Football field,215920.0,641090.0,Yes,Yes,No,Yes,Normal and active,Not used for official competitions,1988
1616,גבעת זאב,595B1102844,Basketball court,215950.0,641080.0,Yes,Yes,Yes,Yes,Normal and active,Not used for official competitions,1998
1617,גבעת זאב,595T1105991,Tennis court,216180.0,641110.0,Yes,Yes,No,No,Active and in need of renovation,National,1988
1618,גבעת זאב,595F1102036,Football field,215940.0,641370.0,Yes,Yes,No,Yes,Normal and active,National,1990
1619,גבעת זאב,595A2102478,Fitness,215190.0,639300.0,No,No,Yes,Yes,Normal and active,Not used for official competitions,2008
1620,גבעת זאב,595F2102485,Football field,215160.0,639400.0,No,No,Yes,Yes,Normal and active,Not used for official competitions,1984
1621,גבעת שמואל,083G3308306,Fitness,662376.0,188120.0,Yes,Yes,Yes,Yes,Normal and active,Not used for official competitions,2019
1622,גבעת שמואל,083G3100762,Fitness,658372.0,177915.0,No,No,Yes,Yes,Normal and active,National,2014
1623,גבעת שמואל,083G1100910,Fitness,185766.0,664099.0,Yes,Yes,No,Yes,Normal and active,Not used for official competitions,1973
1624,גבעת שמואל,083B2105199,Combined sports pitch,185775.0,664065.0,Yes,Yes,No,Yes,Normal and active,National,1973
1625,גבעת שמואל,083G1100160,Fitness,185799.0,664769.0,Yes,Yes,No,Yes,Normal and active,Not used for official competitions,0
1626,גבעת שמואל,083B1103882,Basketball court,185844.0,664736.0,Yes,Yes,No,Yes,Normal and active,Not used for official competitions,0
1627,גבעת שמואל,083B1103858,Basketball court,185829.0,665116.0,Yes,Yes,Yes,Yes,Normal and active,Not used for official competitions,0
1628,גבעת שמואל,083G1100455,Fitness,185869.0,665077.0,Yes,Yes,No,Yes,Normal and active,Not used for official competitions,1985
1629,גבעת שמואל,083F1101294,Football field,185739.0,665584.0,Yes,Yes,Yes,Yes,Inactive,Not used for official competitions,1965
1630,גבעת שמואל,083B1103744,Basketball court,185840.0,665528.0,Yes,Yes,No,Yes,Normal and active,Irrelevant,1965
1631,גבעת שמואל,083G2106105,Fitness,186207.0,664961.0,Yes,Yes,Yes,Yes,Normal and active,Not used for official competitions,2002
1632,גבעת שמואל,083B1106104,Basketball court,186242.0,664967.0,Yes,Yes,Yes,Yes,Normal and active,Not used for official competitions,2002
1633,גבעת שמואל,083B1106471,Basketball court,185797.0,665644.0,No,Yes,No,Yes,Normal and active,National,2007
1634,גבעתיים,221A1108432,Fitness,181896.0,664135.0,No,No,No,Yes,Normal and active,Irrelevant,2019
1635,גבעתיים,221B2106484,Combined sports pitch,181970.0,663430.0,Yes,Yes,No,No,Active and in need of renovation,National,1970
1636,גבעתיים,221E1102584,Petanque field,181950.0,663390.0,No,Yes,Yes,Yes,Normal and active,Not used for official competitions,2005
1637,גבעתיים,221G3101535,Fitness,182280.0,664150.0,Yes,Yes,No,No,Normal and active,National,1950
1638,גבעתיים,221G1101688,Fitness,182010.0,663620.0,Yes,Yes,No,No,Normal and active,Not used for official competitions,1955
1639,גבעתיים,221G2101551,Fitness,182210.0,664400.0,Yes,Yes,Yes,No,Normal and active,Not used for official competitions,1950
1640,גבעתיים,221G1101572,Fitness,182850.0,664890.0,Yes,Yes,No,No,Normal and active,Not used for official competitions,1983
1641,גבעתיים,221G3102804,Fitness,182550.0,663560.0,Yes,Yes,Yes,Yes,Normal and active,National,1991
1642,גבעתיים,221G2101546,Fitness,182470.0,663410.0,Yes,Yes,Yes,Yes,Normal and active,National,1962
1643,גבעתיים,221B2101687,Combined sports pitch,182520.0,663560.0,Yes,Yes,No,Yes,Normal and active,Not used for official competitions,2001
1644,גבעתיים,221F1102043,Football field,182560.0,663220.0,Yes,Yes,Yes,Yes,Normal and active,National,2012
1645,גבעתיים,221A1102721,Fitness,182170.0,663780.0,Yes,Yes,Yes,Yes,Normal and active,Not used for official competitions,2010
1646,גבעתיים,221G2101564,Fitness,182450.0,665140.0,Yes,Yes,No,No,Normal and active,Not used for official competitions,1956
1647,גבעתיים,221G1106794,Fitness,182840.0,663280.0,Yes,Yes,No,Yes,Normal and active,Not used for official competitions,1978
1648,גבעתיים,221G1101627,Fitness,182340.0,664290.0,Yes,Yes,Yes,No,Normal and active,Not used for official competitions,1959
1649,גבעתיים,221G1101586,Fitness,182370.0,664600.0,Yes,Yes,No,No,Normal and active,Not used for official competitions,1951
1650,גבעתיים,221G2101668,Fitness,191370.0,671935.0,Yes,Yes,Yes,No,Normal and active,National,1991
1651,גבעתיים,221B1101669,Basketball court,182102.0,664964.0,Yes,Yes,Yes,No,Normal and active,Irrelevant,1949
1652,גבעתיים,221A2101670,Fitness,182102.0,664958.0,Yes,Yes,No,No,Normal and active,Irrelevant,2012
1653,גבעתיים,221G2101628,Fitness,182379.0,664287.0,Yes,Yes,No,No,Normal and active,Irrelevant,1959
1654,גבעתיים,221B3101629,Other,182513.0,663232.0,Yes,Yes,Yes,No,Normal and active,Irrelevant,1959
1655,גבעתיים,221F2101591,Football field,182241.0,664147.0,Yes,Yes,No,No,Normal and active,Not used for official competitions,1951
1656,גבעתיים,221R1101592,Other,182334.0,664214.0,Yes,Yes,Yes,No,Normal and active,Irrelevant,1951
1657,גבעתיים,221F2101548,Football field,182481.0,663405.0,Yes,Yes,No,Yes,Normal and active,Irrelevant,1962
1658,גבעתיים,221G1101549,Fitness,182496.0,663424.0,Yes,Yes,No,No,Normal and active,Irrelevant,1962
1659,גבעתיים,221G3101692,Fitness,182015.0,663663.0,Yes,Yes,Yes,No,Normal and active,Irrelevant,1956
1660,גבעתיים,221G2101689,Fitness,182019.0,663661.0,Yes,Yes,Yes,No,Normal and active,Irrelevant,1956
1661,גבעתיים,221G2101690,Fitness,182017.0,663659.0,Yes,Yes,Yes,No,Normal and active,Irrelevant,1956
1662,גבעתיים,221G3101581,Fitness,181682.0,664626.0,Yes,Yes,No,No,Normal and active,Irrelevant,0
1663,גבעתיים,221G1101582,Fitness,181681.0,664626.0,Yes,Yes,No,No,Normal and active,Irrelevant,1985
1664,גבעתיים,221G3101576,Fitness,182820.0,664909.0,Yes,Yes,No,No,Normal and active,Irrelevant,1969
1665,גבעתיים,221G3101565,Fitness,182424.0,665167.0,Yes,Yes,Yes,No,Normal and active,Irrelevant,1956
1666,גבעתיים,221G1101566,Fitness,182417.0,665174.0,Yes,Yes,No,No,Normal and active,Irrelevant,2001
1667,גבעתיים,221G1101552,Fitness,182212.0,664401.0,Yes,Yes,Yes,No,Normal and active,Irrelevant,1950
1668,גבעתיים,221G2108163,Fitness,182316.0,664097.0,Yes,Yes,No,No,Normal and active,Irrelevant,1950
1669,גבעתיים,221G2108130,Fitness,182443.0,663559.0,Yes,Yes,Yes,Yes,Normal and active,Irrelevant,1966
1670,גבעתיים,221G3101685,Fitness,182450.0,663560.0,Yes,Yes,No,Yes,Normal and active,Irrelevant,1966
1671,גבעתיים,221G2108205,Fitness,181544.0,665100.0,Yes,Yes,No,No,Normal and active,Irrelevant,2017
1672,גבעתיים,221G1106795,Fitness,182867.0,663262.0,Yes,Yes,Yes,Yes,Normal and active,Irrelevant,1978
1673,גבעתיים,221S1101691,Other,182011.0,663662.0,Yes,No,No,No,Abnormal and inactive,Irrelevant,1955
1674,גבעתיים,221G1101580,Fitness,181680.0,664622.0,No,Yes,No,No,Normal and active,Irrelevant,1960
1675,גבעתיים,221R1107593,Other,182439.0,663711.0,Yes,Yes,Yes,Yes,Normal and active,Irrelevant,2009
1676,גבעתיים,221M1107592,Mini pitch,182461.0,663732.0,Yes,Yes,Yes,Yes,Normal and active,Irrelevant,2009
1677,גבעתיים,221G1101686,Fitness,182449.0,663559.0,No,Yes,No,Yes,Normal and active,Irrelevant,1966
1678,גבעתיים,221A2107594,Fitness,182450.0,663720.0,No,Yes,Yes,Yes,Normal and active,Irrelevant,2009
1679,גבעתיים,221P1302284,Swimming pool,181842.0,664074.0,Yes,Yes,No,No,Closed to Use,Not used for official competitions,1945
1680,גבעתיים,221X1107595,Extreme,182463.0,663735.0,No,Yes,Yes,Yes,Normal and active,Irrelevant,2009
1681,גבעתיים,221R1106482,Other,182257.0,664186.0,No,Yes,No,No,Normal and active,Irrelevant,2017
1682,ג'דיידה-מכר,116F3104121,Football field,214125.0,759125.0,Yes,Yes,Yes,Yes,Normal and active,National,1981
1683,ג'דיידה-מכר,116G4100786,Fitness,213875.0,759300.0,Yes,Yes,Yes,Yes,Normal and active,National,2000
1684,ג'דיידה-מכר,116G1100388,Fitness,214550.0,759200.0,Yes,Yes,No,Yes,Active and in need of renovation,Not used for official competitions,1978
1685,ג'דיידה-מכר,116G1100846,Fitness,214900.0,759500.0,Yes,Yes,Yes,Yes,Normal and active,Not used for official competitions,1980
1686,ג'דיידה-מכר,116R1106949,Other,214900.0,759300.0,Yes,Yes,Yes,Yes,Inactive,Not used for official competitions,2002
1687,ג'דיידה-מכר,116F3104132,Football field,212500.0,758800.0,Yes,No,Yes,Yes,Abnormal and inactive,Not used for official competitions,1970
1688,ג'דיידה-מכר,116B1104116,Basketball court,214700.0,759700.0,Yes,Yes,Yes,Yes,Normal and active,Not used for official competitions,1991
1689,ג'דיידה-מכר,116M1104899,Mini pitch,214900.0,759500.0,Yes,Yes,Yes,Yes,Normal and active,Not used for official competitions,2007
1690,ג'דיידה-מכר,116M1104901,Mini pitch,215200.0,759425.0,Yes,Yes,Yes,Yes,Normal and active,Not used for official competitions,2007
1691,ג'דיידה-מכר,116B2105156,Combined sports pitch,214125.0,759375.0,Yes,Yes,No,Yes,Active and in need of renovation,Not used for official competitions,1990
1692,ג'דיידה-מכר,116B2105275,Combined sports pitch,212900.0,759800.0,Yes,Yes,Yes,Yes,Normal and active,Not used for official competitions,1995
1693,ג'דיידה-מכר,116B2105313,Combined sports pitch,213760.0,759310.0,Yes,No,No,Yes,Inactive,Not used for official competitions,2010
1694,ג'דיידה-מכר,116A1102971,Fitness,213875.0,759300.0,Yes,Yes,Yes,Yes,Normal and active,National,2000
1695,גדרה,143B1108203,Basketball court,178922.0,636690.0,Yes,No,Yes,Yes,Normal and active,Not used for official competitions,2008
1696,גדרה,143B1101270,Basketball court,179137.0,634213.0,Yes,No,Yes,Yes,Normal and active,Not used for official competitions,2006
1697,גדרה,143A2101271,Fitness,178915.0,634325.0,No,Yes,Yes,Yes,Normal and active,Not used for official competitions,2008
1698,גדרה,143G1101664,Fitness,178614.0,635510.0,Yes,Yes,Yes,Yes,Normal and active,Not used for official competitions,1987
1699,גדרה,143B1101665,Basketball court,178672.0,635545.0,Yes,Yes,Yes,Yes,Abnormal and inactive,Not used for official competitions,1969
1700,גדרה,143A1101526,Fitness,179723.0,634660.0,Yes,Yes,Yes,Yes,Normal and active,Not used for official competitions,2005
1701,גדרה,143A1102635,Fitness,179623.0,634697.0,Yes,Yes,Yes,Yes,Normal and active,Not used for official competitions,2008
1702,גדרה,143G3108164,Fitness,179224.0,635817.0,Yes,Yes,Yes,Yes,Normal and active,National,1994
1703,גדרה,143B1108165,Basketball court,179203.0,635812.0,Yes,Yes,Yes,Yes,Normal and active,Not used for official competitions,1987
1704,גדרה,143P1107540,Swimming pool,179231.0,635488.0,Yes,Yes,Yes,Yes,Normal and active,Not used for official competitions,1983
1705,גדרה,143T1107541,Tennis court,179198.0,635411.0,Yes,Yes,Yes,Yes,Normal and active,National,1990
1706,גדרה,143R1107543,Other,179194.0,635373.0,Yes,Yes,No,Yes,Normal and active,Not used for official competitions,2010
1707,גדרה,143E1107542,Petanque field,179138.0,635280.0,No,Yes,No,Yes,Normal and active,Not used for official competitions,2007
1708,גדרה,143G1101654,Fitness,179353.0,636239.0,Yes,Yes,No,Yes,Normal and active,Not used for official competitions,1979
1709,גדרה,143A2102572,Fitness,179545.0,636238.0,No,Yes,Yes,Yes,Abnormal and inactive,Not used for official competitions,2008
1710,גדרה,143B1103240,Basketball court,179713.0,635843.0,Yes,Yes,No,Yes,Normal and active,Not used for official competitions,2003
1711,גדרה,143B1101677,Basketball court,179642.0,635439.0,Yes,Yes,Yes,Yes,Normal and active,Not used for official competitions,1999
1712,גדרה,143B1101584,Basketball court,180019.0,634490.0,Yes,Yes,Yes,Yes,Normal and active,Not used for official competitions,2006
1713,גדרה,143M1107668,Mini pitch,179904.0,634612.0,Yes,Yes,Yes,Yes,Normal and active,Not used for official competitions,2018
1714,גדרה,143B1100134,Basketball court,179853.0,636130.0,Yes,Yes,Yes,Yes,Normal and active,Not used for official competitions,0
1715,גדרה,143B1101744,Basketball court,179677.0,635322.0,Yes,Yes,Yes,Yes,Normal and active,Not used for official competitions,0
1716,גדרה,143B2108195,Combined sports pitch,179646.0,635442.0,Yes,Yes,Yes,Yes,Normal and active,Not used for official competitions,0
1717,גדרה,143B1101843,Basketball court,180139.0,635263.0,Yes,Yes,No,Yes,Normal and active,Not used for official competitions,0
1718,גדרה,143R1304199,Other,180096.0,636081.0,Yes,Yes,Yes,Yes,Normal and active,National,2017
